Umur,Pendapatan Bulanan (ribu Rupiah),Jarak Tempuh Harian (km),Status Pekerjaan,Preferensi Harga,Preferensi Kecepatan,Preferensi Kapasitas,Ketersediaan Pajak,Ketersediaan Parkir,Ketersediaan Bahan Bakar,Ketersediaan Teknologi,Ketersediaan Perawatan,Ketersediaan Asuransi,Ketersediaan Warna,Ketersediaan Fitur Keselamatan,Ketersediaan Fitur Hiburan,Ketersediaan Aksesori,Ketersediaan Ruang Penumpang,Ketersediaan Ruang Bagasi,Jenis Kendaraan Dipilih
19,27037,57,Tidak Bekerja,Murah,Lambat,Kecil,Tidak,Baik,Bensin,Tinggi,Cukup,Tidak,Terbatas,Kurang,Lengkap,Lengkap,Sempit,Cukup,Sepeda
44,9175,29,Pegawai Negeri,Murah,Sedang,Besar,Tidak,Cukup,Solar,Sedang,Baik,Tidak,Terbatas,Lengkap,Cukup,Kurang,Cukup,Cukup,Mobil
20,19854,52,Wiraswasta,Sedang,Lambat,Besar,Ya,Kurang,Gas,Sedang,Kurang,Ya,Beragam,Lengkap,Kurang,Lengkap,Luas,Cukup,Sepeda
65,6858,31,Pegawai Negeri,Murah,Lambat,Sedang,Ya,Kurang,Bensin,Tinggi,Cukup,Ya,Beragam,Cukup,Cukup,Cukup,Cukup,Cukup,Sepeda
53,3379,88,Pensiunan,Sedang,Sedang,Kecil,Tidak,Cukup,Bensin,Rendah,Kurang,Tidak,Terbatas,Kurang,Kurang,Lengkap,Sempit,Cukup,Sepeda
40,5361,42,Pensiunan,Murah,Lambat,Besar,Ya,Baik,Bensin,Tinggi,Baik,Tidak,Beragam,Kurang,Cukup,Cukup,Luas,Sempit,Mobil
39,12435,58,Pensiunan,Murah,Lambat,Sedang,Ya,Baik,Gas,Rendah,Cukup,Tidak,Beragam,Cukup,Lengkap,Cukup,Sempit,Cukup,Mobil
41,16783,38,Pelajar/Mahasiswa,Murah,Lambat,Kecil,Ya,Cukup,Solar,Sedang,Cukup,Tidak,Beragam,Cukup,Cukup,Cukup,Sempit,Cukup,Sepeda
26,17059,69,Pegawai Negeri,Mahal,Sedang,Kecil,Ya,Kurang,Gas,Tinggi,Kurang,Tidak,Beragam,Cukup,Kurang,Cukup,Cukup,Sempit,Mobil Listrik
27,18879,18,Pensiunan,Mahal,Cepat,Kecil,Tidak,Baik,Gas,Sedang,Kurang,Tidak,Beragam,Kurang,Kurang,Lengkap,Cukup,Cukup,Mobil
30,22020,40,Pelajar/Mahasiswa,Murah,Sedang,Sedang,Tidak,Kurang,Gas,Tinggi,Cukup,Tidak,Beragam,Lengkap,Lengkap,Cukup,Sempit,Luas,Mobil Listrik
54,18680,44,Pensiunan,Murah,Sedang,Sedang,Ya,Cukup,Bensin,Tinggi,Cukup,Tidak,Terbatas,Lengkap,Cukup,Lengkap,Cukup,Sempit,Sepeda Motor
18,19959,21,Tidak Bekerja,Sedang,Cepat,Sedang,Ya,Baik,Bensin,Sedang,Cukup,Tidak,Beragam,Kurang,Cukup,Cukup,Sempit,Sempit,Mobil
40,14517,78,Pelajar/Mahasiswa,Murah,Cepat,Kecil,Ya,Cukup,Bensin,Rendah,Baik,Tidak,Terbatas,Lengkap,Lengkap,Cukup,Luas,Luas,Mobil Listrik
30,8153,10,Tidak Bekerja,Murah,Lambat,Sedang,Tidak,Kurang,Solar,Tinggi,Kurang,Tidak,Beragam,Cukup,Lengkap,Kurang,Luas,Luas,Sepeda
69,21922,35,Pegawai Negeri,Murah,Cepat,Sedang,Ya,Kurang,Solar,Sedang,Baik,Tidak,Beragam,Lengkap,Cukup,Cukup,Sempit,Cukup,Mobil
34,26978,88,Tidak Bekerja,Mahal,Lambat,Kecil,Ya,Baik,Listrik,Tinggi,Kurang,Tidak,Beragam,Cukup,Lengkap,Kurang,Luas,Luas,Mobil Listrik
43,11014,65,Tidak Bekerja,Murah,Lambat,Sedang,Ya,Kurang,Gas,Rendah,Kurang,Tidak,Terbatas,Cukup,Lengkap,Kurang,Sempit,Sempit,Sepeda
24,23820,42,Wiraswasta,Mahal,Sedang,Besar,Tidak,Cukup,Gas,Sedang,Cukup,Tidak,Terbatas,Kurang,Lengkap,Kurang,Sempit,Luas,Mobil Listrik
42,29369,31,Pelajar/Mahasiswa,Sedang,Lambat,Besar,Tidak,Baik,Bensin,Sedang,Cukup,Tidak,Terbatas,Lengkap,Lengkap,Cukup,Cukup,Cukup,Mobil Listrik
33,11713,31,Tidak Bekerja,Mahal,Lambat,Sedang,Ya,Kurang,Gas,Rendah,Cukup,Tidak,Beragam,Cukup,Kurang,Cukup,Luas,Luas,Sepeda
56,9929,9,Pensiunan,Mahal,Sedang,Besar,Tidak,Baik,Bensin,Rendah,Cukup,Ya,Beragam,Cukup,Cukup,Kurang,Luas,Luas,Sepeda Motor
45,6009,21,Wiraswasta,Murah,Cepat,Sedang,Tidak,Baik,Gas,Tinggi,Baik,Tidak,Beragam,Lengkap,Lengkap,Kurang,Cukup,Luas,Mobil Listrik
48,22016,89,Pegawai Negeri,Mahal,Lambat,Besar,Tidak,Kurang,Gas,Tinggi,Baik,Tidak,Terbatas,Cukup,Cukup,Lengkap,Sempit,Cukup,Sepeda Motor
64,27029,21,Pelajar/Mahasiswa,Sedang,Lambat,Besar,Tidak,Kurang,Solar,Sedang,Kurang,Ya,Terbatas,Kurang,Cukup,Cukup,Luas,Cukup,Sepeda
41,25437,48,Tidak Bekerja,Murah,Sedang,Besar,Tidak,Cukup,Gas,Sedang,Baik,Tidak,Terbatas,Lengkap,Kurang,Cukup,Luas,Luas,Mobil
61,16537,41,Wiraswasta,Mahal,Cepat,Kecil,Ya,Cukup,Bensin,Sedang,Baik,Tidak,Beragam,Cukup,Cukup,Lengkap,Luas,Sempit,Mobil
47,21050,46,Pensiunan,Murah,Lambat,Sedang,Ya,Kurang,Bensin,Tinggi,Baik,Tidak,Beragam,Cukup,Cukup,Lengkap,Cukup,Cukup,Sepeda Motor
37,3475,60,Tidak Bekerja,Mahal,Cepat,Kecil,Ya,Kurang,Listrik,Rendah,Baik,Tidak,Terbatas,Kurang,Lengkap,Lengkap,Luas,Cukup,Mobil Listrik
43,15037,60,Pelajar/Mahasiswa,Sedang,Lambat,Besar,Tidak,Kurang,Listrik,Rendah,Baik,Ya,Beragam,Cukup,Cukup,Lengkap,Sempit,Luas,Sepeda
41,24214,49,Tidak Bekerja,Murah,Cepat,Besar,Tidak,Baik,Listrik,Rendah,Baik,Tidak,Beragam,Lengkap,Cukup,Cukup,Luas,Sempit,Sepeda
18,12555,82,Pelajar/Mahasiswa,Murah,Sedang,Besar,Ya,Cukup,Listrik,Sedang,Cukup,Ya,Beragam,Kurang,Lengkap,Lengkap,Cukup,Sempit,Mobil Listrik
54,7815,24,Tidak Bekerja,Sedang,Lambat,Sedang,Tidak,Cukup,Bensin,Tinggi,Baik,Tidak,Beragam,Cukup,Kurang,Kurang,Cukup,Sempit,Sepeda Motor
58,27840,59,Tidak Bekerja,Mahal,Cepat,Kecil,Tidak,Cukup,Bensin,Rendah,Cukup,Tidak,Beragam,Cukup,Kurang,Cukup,Luas,Cukup,Sepeda Motor
44,27029,9,Pelajar/Mahasiswa,Sedang,Lambat,Besar,Ya,Cukup,Bensin,Sedang,Kurang,Ya,Terbatas,Kurang,Lengkap,Kurang,Sempit,Sempit,Mobil
69,28165,20,Pelajar/Mahasiswa,Murah,Cepat,Besar,Tidak,Cukup,Gas,Tinggi,Cukup,Tidak,Beragam,Kurang,Cukup,Cukup,Luas,Sempit,Mobil Listrik
31,2535,17,Pensiunan,Mahal,Cepat,Sedang,Tidak,Baik,Gas,Tinggi,Cukup,Ya,Beragam,Lengkap,Lengkap,Cukup,Luas,Sempit,Mobil
40,26359,92,Tidak Bekerja,Sedang,Lambat,Kecil,Tidak,Baik,Bensin,Tinggi,Cukup,Tidak,Terbatas,Kurang,Kurang,Lengkap,Luas,Cukup,Sepeda
21,29549,39,Pegawai Negeri,Sedang,Cepat,Kecil,Tidak,Kurang,Listrik,Sedang,Baik,Ya,Beragam,Kurang,Kurang,Cukup,Sempit,Cukup,Sepeda
35,12280,51,Tidak Bekerja,Mahal,Cepat,Sedang,Tidak,Cukup,Bensin,Sedang,Kurang,Tidak,Beragam,Lengkap,Kurang,Kurang,Cukup,Sempit,Sepeda Motor
25,22114,28,Tidak Bekerja,Murah,Sedang,Besar,Tidak,Baik,Listrik,Tinggi,Cukup,Tidak,Beragam,Lengkap,Cukup,Kurang,Cukup,Luas,Mobil
59,11258,59,Wiraswasta,Murah,Cepat,Kecil,Ya,Baik,Solar,Sedang,Baik,Ya,Terbatas,Cukup,Cukup,Kurang,Luas,Cukup,Sepeda Motor
52,18585,89,Pensiunan,Murah,Cepat,Besar,Tidak,Cukup,Gas,Rendah,Baik,Ya,Beragam,Cukup,Lengkap,Cukup,Cukup,Sempit,Sepeda Motor
68,27698,14,Pensiunan,Mahal,Lambat,Sedang,Ya,Cukup,Listrik,Sedang,Kurang,Tidak,Terbatas,Kurang,Lengkap,Cukup,Luas,Sempit,Mobil Listrik
37,20447,80,Pensiunan,Sedang,Sedang,Sedang,Tidak,Cukup,Listrik,Rendah,Cukup,Ya,Beragam,Cukup,Lengkap,Lengkap,Sempit,Sempit,Mobil
66,5616,43,Pelajar/Mahasiswa,Sedang,Sedang,Sedang,Tidak,Cukup,Bensin,Sedang,Kurang,Ya,Terbatas,Cukup,Cukup,Lengkap,Cukup,Cukup,Sepeda Motor
51,10838,61,Pelajar/Mahasiswa,Sedang,Cepat,Sedang,Ya,Kurang,Listrik,Rendah,Baik,Tidak,Terbatas,Cukup,Kurang,Cukup,Luas,Sempit,Sepeda
66,20019,15,Tidak Bekerja,Mahal,Cepat,Kecil,Ya,Cukup,Bensin,Sedang,Kurang,Tidak,Beragam,Kurang,Kurang,Kurang,Sempit,Sempit,Mobil
42,12660,42,Wiraswasta,Murah,Lambat,Sedang,Ya,Kurang,Solar,Sedang,Cukup,Tidak,Beragam,Lengkap,Lengkap,Lengkap,Sempit,Luas,Mobil
69,6837,26,Tidak Bekerja,Murah,Lambat,Besar,Ya,Kurang,Listrik,Tinggi,Cukup,Tidak,Beragam,Lengkap,Lengkap,Kurang,Sempit,Luas,Sepeda Motor
58,26262,17,Tidak Bekerja,Murah,Sedang,Kecil,Ya,Kurang,Listrik,Sedang,Kurang,Ya,Beragam,Kurang,Cukup,Kurang,Sempit,Sempit,Mobil Listrik
42,18925,61,Pensiunan,Mahal,Sedang,Kecil,Ya,Baik,Gas,Sedang,Kurang,Ya,Terbatas,Kurang,Lengkap,Lengkap,Cukup,Sempit,Sepeda
22,14519,13,Pelajar/Mahasiswa,Murah,Cepat,Kecil,Tidak,Cukup,Listrik,Tinggi,Baik,Tidak,Terbatas,Lengkap,Cukup,Lengkap,Cukup,Luas,Sepeda Motor
44,24576,86,Pegawai Negeri,Murah,Cepat,Kecil,Tidak,Kurang,Gas,Sedang,Cukup,Ya,Beragam,Lengkap,Cukup,Lengkap,Cukup,Luas,Mobil Listrik
67,24194,13,Pensiunan,Mahal,Lambat,Sedang,Ya,Cukup,Listrik,Rendah,Baik,Tidak,Beragam,Kurang,Cukup,Cukup,Sempit,Cukup,Mobil Listrik
20,18796,11,Pegawai Negeri,Murah,Lambat,Besar,Tidak,Cukup,Bensin,Tinggi,Kurang,Ya,Terbatas,Cukup,Kurang,Lengkap,Cukup,Sempit,Sepeda
67,11816,14,Pegawai Negeri,Mahal,Lambat,Besar,Tidak,Kurang,Gas,Tinggi,Kurang,Ya,Terbatas,Kurang,Lengkap,Kurang,Luas,Cukup,Mobil
19,5540,64,Pegawai Negeri,Sedang,Cepat,Sedang,Tidak,Kurang,Gas,Tinggi,Cukup,Ya,Terbatas,Cukup,Cukup,Kurang,Luas,Cukup,Sepeda Motor
29,5640,51,Pensiunan,Mahal,Cepat,Besar,Ya,Cukup,Bensin,Sedang,Cukup,Tidak,Terbatas,Cukup,Cukup,Lengkap,Luas,Cukup,Mobil Listrik
37,22793,33,Wiraswasta,Mahal,Lambat,Sedang,Ya,Kurang,Solar,Tinggi,Kurang,Ya,Beragam,Lengkap,Lengkap,Lengkap,Sempit,Sempit,Sepeda Motor
26,22472,37,Pelajar/Mahasiswa,Sedang,Lambat,Kecil,Ya,Kurang,Solar,Sedang,Baik,Tidak,Terbatas,Kurang,Lengkap,Lengkap,Sempit,Cukup,Mobil Listrik
30,23569,59,Pensiunan,Murah,Sedang,Sedang,Ya,Cukup,Bensin,Sedang,Cukup,Ya,Beragam,Kurang,Kurang,Kurang,Cukup,Cukup,Sepeda Motor
26,6439,81,Pegawai Negeri,Mahal,Cepat,Sedang,Tidak,Kurang,Solar,Sedang,Cukup,Ya,Terbatas,Cukup,Lengkap,Lengkap,Sempit,Luas,Sepeda Motor
56,20928,65,Tidak Bekerja,Sedang,Cepat,Sedang,Tidak,Baik,Gas,Sedang,Cukup,Tidak,Terbatas,Lengkap,Kurang,Cukup,Cukup,Cukup,Mobil
27,15192,51,Tidak Bekerja,Sedang,Cepat,Kecil,Tidak,Cukup,Solar,Sedang,Kurang,Ya,Terbatas,Kurang,Cukup,Cukup,Luas,Cukup,Sepeda Motor
29,18121,30,Tidak Bekerja,Sedang,Cepat,Besar,Ya,Cukup,Bensin,Rendah,Cukup,Tidak,Terbatas,Lengkap,Lengkap,Lengkap,Luas,Luas,Mobil Listrik
55,2712,84,Pegawai Negeri,Murah,Sedang,Kecil,Tidak,Kurang,Bensin,Rendah,Kurang,Tidak,Beragam,Kurang,Lengkap,Cukup,Sempit,Cukup,Mobil
53,15816,21,Pensiunan,Murah,Lambat,Sedang,Tidak,Cukup,Solar,Tinggi,Baik,Ya,Beragam,Cukup,Lengkap,Lengkap,Luas,Sempit,Mobil Listrik
27,15627,73,Wiraswasta,Sedang,Cepat,Sedang,Tidak,Cukup,Listrik,Tinggi,Cukup,Ya,Beragam,Cukup,Kurang,Cukup,Sempit,Cukup,Sepeda
35,6308,88,Pegawai Negeri,Sedang,Lambat,Sedang,Tidak,Cukup,Gas,Rendah,Baik,Tidak,Terbatas,Lengkap,Lengkap,Lengkap,Cukup,Cukup,Mobil Listrik
39,14007,65,Pensiunan,Murah,Cepat,Sedang,Ya,Cukup,Solar,Tinggi,Baik,Tidak,Terbatas,Cukup,Cukup,Lengkap,Cukup,Sempit,Sepeda
35,28447,26,Tidak Bekerja,Mahal,Cepat,Kecil,Ya,Baik,Solar,Sedang,Baik,Ya,Terbatas,Kurang,Lengkap,Kurang,Sempit,Sempit,Mobil Listrik
45,23980,52,Pegawai Negeri,Sedang,Sedang,Kecil,Tidak,Kurang,Listrik,Tinggi,Cukup,Tidak,Terbatas,Kurang,Kurang,Cukup,Luas,Sempit,Sepeda
46,19064,76,Tidak Bekerja,Sedang,Cepat,Sedang,Ya,Baik,Gas,Tinggi,Kurang,Tidak,Terbatas,Kurang,Lengkap,Lengkap,Sempit,Sempit,Sepeda
57,20401,33,Pensiunan,Sedang,Lambat,Besar,Tidak,Kurang,Solar,Tinggi,Baik,Ya,Terbatas,Lengkap,Lengkap,Lengkap,Luas,Luas,Sepeda
63,3369,67,Wiraswasta,Mahal,Sedang,Kecil,Tidak,Cukup,Bensin,Tinggi,Kurang,Tidak,Beragam,Kurang,Cukup,Kurang,Luas,Sempit,Sepeda Motor
34,20466,78,Pegawai Negeri,Mahal,Lambat,Besar,Tidak,Cukup,Gas,Rendah,Baik,Ya,Terbatas,Kurang,Lengkap,Kurang,Sempit,Luas,Mobil Listrik
28,16298,26,Pelajar/Mahasiswa,Sedang,Cepat,Besar,Ya,Cukup,Bensin,Sedang,Kurang,Ya,Terbatas,Cukup,Cukup,Cukup,Luas,Cukup,Sepeda Motor
29,29618,72,Pegawai Negeri,Mahal,Lambat,Kecil,Tidak,Baik,Solar,Rendah,Baik,Tidak,Beragam,Lengkap,Cukup,Kurang,Sempit,Cukup,Sepeda Motor
52,25792,79,Wiraswasta,Mahal,Cepat,Besar,Tidak,Baik,Solar,Sedang,Baik,Ya,Beragam,Lengkap,Kurang,Kurang,Luas,Luas,Mobil
21,16625,23,Pensiunan,Sedang,Cepat,Besar,Ya,Baik,Gas,Tinggi,Baik,Ya,Beragam,Lengkap,Kurang,Lengkap,Cukup,Sempit,Sepeda Motor
52,18229,74,Tidak Bekerja,Mahal,Lambat,Besar,Ya,Cukup,Bensin,Sedang,Kurang,Tidak,Terbatas,Lengkap,Kurang,Kurang,Sempit,Sempit,Mobil Listrik
43,20987,36,Pensiunan,Murah,Sedang,Kecil,Tidak,Cukup,Bensin,Tinggi,Kurang,Tidak,Beragam,Cukup,Cukup,Cukup,Sempit,Sempit,Sepeda Motor
67,16407,87,Wiraswasta,Mahal,Lambat,Kecil,Tidak,Cukup,Bensin,Rendah,Cukup,Ya,Terbatas,Cukup,Lengkap,Kurang,Sempit,Sempit,Sepeda Motor
28,15823,93,Wiraswasta,Sedang,Sedang,Sedang,Tidak,Kurang,Solar,Tinggi,Baik,Tidak,Terbatas,Cukup,Lengkap,Kurang,Sempit,Luas,Mobil
46,17202,63,Pensiunan,Murah,Sedang,Kecil,Ya,Baik,Gas,Tinggi,Cukup,Ya,Terbatas,Kurang,Lengkap,Cukup,Luas,Sempit,Sepeda Motor
23,20035,8,Wiraswasta,Mahal,Sedang,Kecil,Ya,Cukup,Listrik,Rendah,Baik,Ya,Terbatas,Kurang,Kurang,Cukup,Sempit,Luas,Mobil Listrik
43,10799,99,Pelajar/Mahasiswa,Mahal,Sedang,Kecil,Tidak,Kurang,Listrik,Tinggi,Kurang,Ya,Terbatas,Kurang,Kurang,Lengkap,Sempit,Cukup,Mobil Listrik
65,19074,84,Pensiunan,Mahal,Sedang,Sedang,Ya,Cukup,Gas,Tinggi,Kurang,Ya,Terbatas,Cukup,Lengkap,Lengkap,Sempit,Sempit,Sepeda Motor
43,26319,15,Pelajar/Mahasiswa,Mahal,Sedang,Sedang,Ya,Cukup,Bensin,Sedang,Baik,Ya,Beragam,Cukup,Kurang,Kurang,Luas,Luas,Sepeda Motor
43,9577,57,Pensiunan,Sedang,Lambat,Sedang,Ya,Baik,Solar,Rendah,Cukup,Tidak,Beragam,Kurang,Cukup,Kurang,Luas,Cukup,Sepeda Motor
38,20785,92,Tidak Bekerja,Mahal,Lambat,Besar,Tidak,Kurang,Solar,Rendah,Kurang,Ya,Beragam,Cukup,Lengkap,Cukup,Sempit,Cukup,Sepeda Motor
28,5833,80,Wiraswasta,Murah,Cepat,Kecil,Tidak,Baik,Gas,Tinggi,Kurang,Ya,Terbatas,Lengkap,Lengkap,Cukup,Sempit,Cukup,Mobil
35,8014,33,Pelajar/Mahasiswa,Murah,Lambat,Besar,Tidak,Baik,Listrik,Tinggi,Kurang,Tidak,Beragam,Cukup,Cukup,Lengkap,Sempit,Sempit,Mobil Listrik
42,27190,35,Wiraswasta,Sedang,Cepat,Besar,Tidak,Baik,Solar,Rendah,Cukup,Tidak,Beragam,Lengkap,Kurang,Kurang,Luas,Luas,Sepeda Motor
35,19715,13,Tidak Bekerja,Sedang,Sedang,Sedang,Ya,Baik,Solar,Rendah,Cukup,Tidak,Terbatas,Kurang,Kurang,Lengkap,Cukup,Sempit,Mobil
43,2006,99,Pelajar/Mahasiswa,Sedang,Lambat,Besar,Ya,Cukup,Gas,Tinggi,Kurang,Tidak,Terbatas,Kurang,Cukup,Cukup,Cukup,Cukup,Sepeda
66,27678,5,Pegawai Negeri,Mahal,Sedang,Kecil,Ya,Kurang,Gas,Rendah,Kurang,Tidak,Terbatas,Lengkap,Cukup,Kurang,Cukup,Sempit,Mobil
68,9256,26,Pensiunan,Sedang,Sedang,Kecil,Ya,Baik,Solar,Sedang,Baik,Ya,Beragam,Kurang,Kurang,Lengkap,Sempit,Sempit,Sepeda Motor
46,19292,40,Tidak Bekerja,Sedang,Lambat,Besar,Tidak,Kurang,Listrik,Sedang,Kurang,Tidak,Terbatas,Kurang,Cukup,Cukup,Luas,Luas,Sepeda
35,22150,61,Pelajar/Mahasiswa,Mahal,Sedang,Sedang,Tidak,Baik,Listrik,Sedang,Baik,Ya,Terbatas,Cukup,Lengkap,Lengkap,Luas,Luas,Mobil Listrik
33,19688,53,Tidak Bekerja,Sedang,Cepat,Besar,Ya,Baik,Solar,Sedang,Baik,Tidak,Beragam,Lengkap,Lengkap,Kurang,Luas,Luas,Sepeda Motor
63,24945,22,Wiraswasta,Sedang,Cepat,Besar,Ya,Cukup,Bensin,Sedang,Cukup,Tidak,Beragam,Cukup,Cukup,Cukup,Cukup,Cukup,Mobil
25,16702,50,Pegawai Negeri,Sedang,Lambat,Besar,Ya,Kurang,Bensin,Sedang,Cukup,Tidak,Terbatas,Kurang,Lengkap,Cukup,Luas,Sempit,Mobil Listrik
43,28701,91,Wiraswasta,Sedang,Sedang,Kecil,Ya,Cukup,Listrik,Rendah,Kurang,Ya,Terbatas,Cukup,Cukup,Cukup,Cukup,Cukup,Mobil Listrik
41,19805,11,Wiraswasta,Murah,Cepat,Sedang,Ya,Baik,Listrik,Rendah,Baik,Tidak,Beragam,Lengkap,Lengkap,Cukup,Sempit,Luas,Mobil Listrik
67,11833,91,Pelajar/Mahasiswa,Murah,Lambat,Sedang,Tidak,Kurang,Listrik,Tinggi,Baik,Ya,Beragam,Kurang,Lengkap,Kurang,Sempit,Cukup,Sepeda
33,18272,89,Pegawai Negeri,Sedang,Lambat,Besar,Ya,Kurang,Gas,Sedang,Kurang,Ya,Beragam,Kurang,Cukup,Cukup,Cukup,Luas,Sepeda
56,13342,29,Pelajar/Mahasiswa,Mahal,Cepat,Besar,Ya,Cukup,Gas,Sedang,Kurang,Tidak,Terbatas,Kurang,Kurang,Lengkap,Luas,Sempit,Sepeda
18,24125,59,Tidak Bekerja,Mahal,Cepat,Sedang,Tidak,Cukup,Solar,Tinggi,Cukup,Ya,Terbatas,Cukup,Cukup,Kurang,Cukup,Cukup,Sepeda Motor
20,14792,84,Pensiunan,Murah,Sedang,Besar,Tidak,Baik,Solar,Tinggi,Kurang,Tidak,Beragam,Lengkap,Cukup,Cukup,Sempit,Luas,Sepeda Motor
27,7062,41,Pegawai Negeri,Sedang,Lambat,Sedang,Ya,Cukup,Bensin,Sedang,Kurang,Ya,Beragam,Lengkap,Kurang,Kurang,Sempit,Cukup,Mobil Listrik
35,6120,55,Tidak Bekerja,Mahal,Sedang,Sedang,Ya,Baik,Gas,Tinggi,Baik,Ya,Terbatas,Kurang,Kurang,Cukup,Cukup,Sempit,Sepeda Motor
47,3724,22,Wiraswasta,Sedang,Cepat,Kecil,Tidak,Cukup,Bensin,Tinggi,Kurang,Ya,Terbatas,Kurang,Kurang,Cukup,Cukup,Cukup,Sepeda Motor
24,26176,88,Tidak Bekerja,Sedang,Lambat,Besar,Tidak,Kurang,Listrik,Tinggi,Baik,Ya,Beragam,Lengkap,Kurang,Lengkap,Sempit,Luas,Sepeda Motor
67,24611,22,Pensiunan,Mahal,Cepat,Kecil,Tidak,Kurang,Bensin,Tinggi,Kurang,Ya,Beragam,Lengkap,Kurang,Cukup,Cukup,Cukup,Sepeda Motor
34,20011,89,Pelajar/Mahasiswa,Mahal,Lambat,Sedang,Ya,Baik,Listrik,Sedang,Kurang,Tidak,Terbatas,Lengkap,Lengkap,Cukup,Sempit,Cukup,Mobil Listrik
61,10651,11,Tidak Bekerja,Sedang,Sedang,Kecil,Ya,Cukup,Bensin,Rendah,Cukup,Tidak,Beragam,Kurang,Kurang,Cukup,Sempit,Luas,Sepeda Motor
40,21079,42,Pelajar/Mahasiswa,Mahal,Cepat,Besar,Ya,Cukup,Bensin,Tinggi,Cukup,Tidak,Beragam,Lengkap,Kurang,Lengkap,Sempit,Luas,Mobil
21,5315,96,Tidak Bekerja,Sedang,Lambat,Sedang,Ya,Kurang,Bensin,Rendah,Baik,Tidak,Beragam,Lengkap,Kurang,Lengkap,Sempit,Cukup,Sepeda Motor
22,27796,9,Pelajar/Mahasiswa,Murah,Sedang,Sedang,Ya,Kurang,Gas,Tinggi,Kurang,Ya,Beragam,Kurang,Cukup,Lengkap,Cukup,Cukup,Sepeda
46,6543,83,Pelajar/Mahasiswa,Sedang,Cepat,Kecil,Ya,Kurang,Listrik,Sedang,Baik,Tidak,Beragam,Lengkap,Cukup,Kurang,Sempit,Luas,Sepeda
64,29416,96,Wiraswasta,Sedang,Cepat,Kecil,Tidak,Kurang,Gas,Tinggi,Baik,Ya,Terbatas,Kurang,Kurang,Lengkap,Cukup,Cukup,Sepeda
69,4456,96,Pegawai Negeri,Sedang,Lambat,Kecil,Ya,Baik,Solar,Rendah,Cukup,Tidak,Beragam,Kurang,Cukup,Kurang,Luas,Cukup,Mobil Listrik
41,10969,94,Wiraswasta,Murah,Sedang,Kecil,Ya,Cukup,Solar,Sedang,Baik,Tidak,Terbatas,Kurang,Lengkap,Cukup,Cukup,Luas,Mobil Listrik
25,2633,28,Pegawai Negeri,Murah,Lambat,Besar,Ya,Kurang,Listrik,Rendah,Baik,Ya,Terbatas,Cukup,Kurang,Cukup,Sempit,Sempit,Sepeda Motor
61,11685,67,Pegawai Negeri,Sedang,Cepat,Sedang,Tidak,Cukup,Bensin,Sedang,Baik,Tidak,Beragam,Cukup,Cukup,Kurang,Sempit,Cukup,Mobil
69,15107,91,Pensiunan,Murah,Lambat,Kecil,Ya,Cukup,Listrik,Tinggi,Kurang,Tidak,Beragam,Cukup,Lengkap,Cukup,Luas,Luas,Sepeda
64,13155,26,Tidak Bekerja,Sedang,Lambat,Besar,Tidak,Cukup,Listrik,Rendah,Kurang,Tidak,Terbatas,Kurang,Lengkap,Cukup,Luas,Sempit,Mobil Listrik
32,25122,5,Pelajar/Mahasiswa,Murah,Lambat,Kecil,Tidak,Baik,Solar,Sedang,Kurang,Tidak,Terbatas,Lengkap,Kurang,Kurang,Luas,Cukup,Sepeda
49,15201,25,Pelajar/Mahasiswa,Murah,Lambat,Besar,Ya,Baik,Bensin,Rendah,Kurang,Tidak,Beragam,Lengkap,Lengkap,Lengkap,Cukup,Cukup,Mobil
58,6450,42,Pensiunan,Murah,Lambat,Sedang,Tidak,Cukup,Listrik,Tinggi,Cukup,Ya,Terbatas,Cukup,Cukup,Cukup,Sempit,Cukup,Mobil
49,17250,29,Pegawai Negeri,Murah,Lambat,Sedang,Tidak,Baik,Listrik,Rendah,Kurang,Ya,Terbatas,Cukup,Lengkap,Lengkap,Sempit,Luas,Sepeda Motor
62,11057,63,Tidak Bekerja,Murah,Sedang,Sedang,Ya,Cukup,Gas,Tinggi,Cukup,Ya,Terbatas,Cukup,Cukup,Cukup,Luas,Cukup,Mobil Listrik
23,5867,93,Tidak Bekerja,Mahal,Cepat,Besar,Tidak,Baik,Solar,Rendah,Baik,Ya,Terbatas,Lengkap,Cukup,Kurang,Luas,Luas,Mobil
20,25406,38,Pelajar/Mahasiswa,Mahal,Lambat,Sedang,Tidak,Kurang,Gas,Tinggi,Baik,Tidak,Terbatas,Cukup,Lengkap,Cukup,Cukup,Cukup,Mobil Listrik
26,15550,45,Pensiunan,Sedang,Sedang,Sedang,Ya,Kurang,Bensin,Sedang,Cukup,Tidak,Terbatas,Cukup,Cukup,Kurang,Sempit,Sempit,Mobil
32,8664,39,Tidak Bekerja,Mahal,Cepat,Besar,Ya,Cukup,Gas,Tinggi,Kurang,Ya,Beragam,Lengkap,Kurang,Kurang,Sempit,Cukup,Sepeda Motor
35,11067,25,Pegawai Negeri,Mahal,Sedang,Besar,Ya,Baik,Solar,Tinggi,Kurang,Tidak,Terbatas,Lengkap,Cukup,Kurang,Cukup,Luas,Sepeda
28,23581,25,Pegawai Negeri,Murah,Lambat,Besar,Ya,Baik,Bensin,Rendah,Baik,Ya,Terbatas,Kurang,Kurang,Kurang,Sempit,Luas,Sepeda Motor
