Nilai Ujian,Kehadiran (%),Aktivitas Ekstrakurikuler,Preferensi Lokasi,Transportasi,Rata-rata Nilai Raport,Prestasi Akademik,Keterlibatan Orang Tua,Jarak Rumah (km),Ketersediaan Fasilitas Olahraga,Ketersediaan Fasilitas Laboratorium,Ketersediaan Fasilitas Perpustakaan,Ketersediaan Fasilitas Seni,Ketersediaan Fasilitas Komputer,Ketersediaan Fasilitas Wi-Fi,Ketersediaan Fasilitas Kesehatan,Ketersediaan Fasilitas Kafetaria,Lingkungan Sekitar,Ketersediaan Beasiswa,Sekolah Dipilih
57,93,Sedang,Jauh dari Rumah,Sepeda,83,Tinggi,Sedang,17,Kurang,Sedang,Baik,Baik,Sedang,Tidak Ada,Tidak Ada,Ada,Tenang,Ya,C
65,70,Tinggi,Tidak Peduli,Mobil,75,Tinggi,Rendah,17,Baik,Baik,Sedang,Sedang,Baik,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Ya,A
78,78,Sedang,Dekat Rumah,Mobil,82,Tinggi,Tinggi,9,Sedang,Kurang,Sedang,Kurang,Sedang,Ada,Tidak Ada,Tidak Ada,Tenang,Ya,A
79,76,Sedang,Dekat Rumah,Mobil,63,Sedang,Rendah,4,Sedang,Kurang,Baik,Kurang,Baik,Ada,Tidak Ada,Tidak Ada,Tenang,Ya,C
58,82,Rendah,Jauh dari Rumah,Mobil,73,Sedang,Rendah,3,Sedang,Sedang,Sedang,Sedang,Sedang,Ada,Ada,Tidak Ada,Tenang,Tidak,C
77,89,Rendah,Tidak Peduli,Mobil,92,Tinggi,Rendah,10,Baik,Baik,Sedang,Baik,Kurang,Tidak Ada,Tidak Ada,Ada,Nyaman,Ya,A
59,74,Sedang,Dekat Rumah,Bus,79,Sedang,Tinggi,15,Sedang,Sedang,Sedang,Baik,Sedang,Tidak Ada,Ada,Ada,Tidak Nyaman,Tidak,A
84,77,Tinggi,Tidak Peduli,Bus,68,Sedang,Rendah,14,Kurang,Kurang,Baik,Baik,Sedang,Tidak Ada,Ada,Tidak Ada,Tidak Nyaman,Ya,A
55,80,Sedang,Dekat Rumah,Sepeda,82,Tinggi,Sedang,17,Sedang,Baik,Kurang,Kurang,Baik,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,B
83,91,Rendah,Tidak Peduli,Sepeda,83,Sedang,Sedang,3,Sedang,Kurang,Baik,Kurang,Baik,Tidak Ada,Ada,Tidak Ada,Ramai,Ya,C
52,84,Sedang,Jauh dari Rumah,Bus,72,Sedang,Sedang,12,Kurang,Kurang,Kurang,Baik,Baik,Ada,Ada,Tidak Ada,Ramai,Ya,C
59,86,Tinggi,Tidak Peduli,Mobil,75,Tinggi,Sedang,14,Baik,Kurang,Sedang,Sedang,Sedang,Tidak Ada,Tidak Ada,Ada,Tenang,Tidak,B
57,76,Tinggi,Dekat Rumah,Bus,72,Tinggi,Rendah,18,Kurang,Sedang,Kurang,Kurang,Kurang,Ada,Tidak Ada,Ada,Ramai,Ya,C
87,95,Rendah,Jauh dari Rumah,Bus,88,Rendah,Tinggi,3,Baik,Kurang,Kurang,Kurang,Baik,Tidak Ada,Tidak Ada,Ada,Tenang,Tidak,A
95,92,Rendah,Jauh dari Rumah,Sepeda,61,Sedang,Tinggi,10,Kurang,Baik,Kurang,Sedang,Kurang,Ada,Ada,Tidak Ada,Ramai,Ya,A
59,88,Sedang,Jauh dari Rumah,Mobil,77,Sedang,Rendah,12,Baik,Kurang,Kurang,Kurang,Kurang,Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,A
58,92,Tinggi,Jauh dari Rumah,Bus,92,Tinggi,Rendah,9,Sedang,Sedang,Baik,Sedang,Kurang,Ada,Ada,Tidak Ada,Nyaman,Tidak,A
88,79,Tinggi,Dekat Rumah,Sepeda,74,Tinggi,Sedang,16,Sedang,Baik,Sedang,Sedang,Kurang,Tidak Ada,Tidak Ada,Ada,Tenang,Ya,A
65,80,Tinggi,Jauh dari Rumah,Mobil,72,Tinggi,Rendah,8,Baik,Kurang,Sedang,Baik,Kurang,Ada,Ada,Tidak Ada,Tenang,Ya,A
50,96,Tinggi,Tidak Peduli,Sepeda,72,Tinggi,Rendah,6,Baik,Sedang,Sedang,Kurang,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Nyaman,Ya,C
91,91,Rendah,Dekat Rumah,Bus,65,Sedang,Tinggi,8,Baik,Kurang,Sedang,Kurang,Baik,Tidak Ada,Ada,Ada,Tenang,Ya,C
94,99,Rendah,Tidak Peduli,Bus,83,Tinggi,Sedang,7,Kurang,Kurang,Sedang,Baik,Kurang,Tidak Ada,Ada,Ada,Tidak Nyaman,Tidak,B
84,79,Sedang,Tidak Peduli,Mobil,87,Sedang,Sedang,12,Kurang,Sedang,Kurang,Sedang,Baik,Ada,Ada,Ada,Tenang,Ya,A
75,92,Sedang,Jauh dari Rumah,Sepeda,60,Sedang,Tinggi,14,Sedang,Baik,Sedang,Kurang,Baik,Ada,Ada,Tidak Ada,Nyaman,Tidak,A
93,98,Tinggi,Jauh dari Rumah,Sepeda,91,Rendah,Rendah,15,Baik,Kurang,Baik,Sedang,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Tenang,Ya,A
75,91,Sedang,Tidak Peduli,Mobil,85,Tinggi,Tinggi,14,Kurang,Kurang,Kurang,Kurang,Kurang,Ada,Tidak Ada,Ada,Ramai,Tidak,C
76,78,Rendah,Tidak Peduli,Bus,86,Rendah,Sedang,13,Kurang,Kurang,Sedang,Kurang,Sedang,Ada,Ada,Ada,Ramai,Tidak,B
59,71,Rendah,Dekat Rumah,Mobil,92,Rendah,Sedang,18,Baik,Sedang,Kurang,Sedang,Kurang,Ada,Tidak Ada,Ada,Nyaman,Ya,A
52,95,Sedang,Tidak Peduli,Mobil,66,Tinggi,Rendah,6,Baik,Sedang,Sedang,Sedang,Baik,Ada,Tidak Ada,Ada,Ramai,Tidak,B
86,87,Tinggi,Tidak Peduli,Bus,82,Sedang,Tinggi,19,Baik,Kurang,Baik,Baik,Sedang,Tidak Ada,Ada,Tidak Ada,Tidak Nyaman,Tidak,B
57,97,Sedang,Dekat Rumah,Mobil,92,Tinggi,Sedang,1,Baik,Sedang,Sedang,Baik,Kurang,Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Ya,A
87,95,Sedang,Dekat Rumah,Bus,86,Rendah,Rendah,12,Sedang,Kurang,Kurang,Sedang,Kurang,Tidak Ada,Ada,Tidak Ada,Tenang,Ya,B
99,80,Rendah,Jauh dari Rumah,Sepeda,93,Sedang,Tinggi,7,Baik,Kurang,Sedang,Baik,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Ramai,Tidak,C
94,74,Sedang,Tidak Peduli,Bus,75,Tinggi,Rendah,1,Baik,Kurang,Kurang,Baik,Sedang,Tidak Ada,Ada,Ada,Ramai,Ya,B
51,90,Sedang,Dekat Rumah,Mobil,77,Tinggi,Sedang,3,Sedang,Sedang,Sedang,Sedang,Sedang,Ada,Tidak Ada,Tidak Ada,Nyaman,Tidak,C
88,80,Tinggi,Tidak Peduli,Sepeda,60,Rendah,Rendah,19,Baik,Kurang,Kurang,Kurang,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Ramai,Ya,C
61,98,Tinggi,Tidak Peduli,Bus,77,Tinggi,Tinggi,11,Kurang,Kurang,Baik,Sedang,Sedang,Ada,Ada,Ada,Ramai,Tidak,B
89,88,Tinggi,Tidak Peduli,Sepeda,81,Rendah,Rendah,17,Sedang,Kurang,Sedang,Kurang,Kurang,Tidak Ada,Ada,Ada,Tidak Nyaman,Tidak,A
68,77,Rendah,Tidak Peduli,Sepeda,63,Tinggi,Rendah,19,Kurang,Baik,Sedang,Kurang,Baik,Tidak Ada,Ada,Tidak Ada,Tidak Nyaman,Tidak,A
68,99,Sedang,Dekat Rumah,Mobil,82,Sedang,Sedang,6,Baik,Kurang,Kurang,Baik,Baik,Ada,Ada,Ada,Tidak Nyaman,Tidak,C
82,92,Sedang,Tidak Peduli,Sepeda,84,Rendah,Sedang,1,Sedang,Kurang,Baik,Sedang,Baik,Tidak Ada,Ada,Ada,Nyaman,Ya,A
75,76,Tinggi,Jauh dari Rumah,Mobil,74,Tinggi,Tinggi,10,Sedang,Baik,Kurang,Baik,Kurang,Tidak Ada,Ada,Tidak Ada,Ramai,Tidak,B
74,94,Tinggi,Jauh dari Rumah,Sepeda,70,Tinggi,Rendah,9,Baik,Kurang,Sedang,Baik,Sedang,Ada,Tidak Ada,Tidak Ada,Tenang,Tidak,B
58,93,Tinggi,Dekat Rumah,Mobil,75,Rendah,Rendah,2,Sedang,Sedang,Kurang,Sedang,Baik,Ada,Ada,Ada,Nyaman,Tidak,B
67,75,Rendah,Dekat Rumah,Sepeda,94,Tinggi,Rendah,6,Sedang,Kurang,Kurang,Baik,Baik,Ada,Tidak Ada,Ada,Tenang,Ya,B
80,83,Tinggi,Tidak Peduli,Mobil,94,Tinggi,Tinggi,7,Kurang,Kurang,Sedang,Sedang,Sedang,Ada,Tidak Ada,Ada,Tenang,Tidak,C
51,98,Rendah,Tidak Peduli,Sepeda,63,Tinggi,Sedang,16,Baik,Baik,Baik,Baik,Sedang,Ada,Ada,Ada,Tidak Nyaman,Tidak,A
95,81,Tinggi,Tidak Peduli,Sepeda,94,Sedang,Sedang,5,Sedang,Sedang,Sedang,Baik,Kurang,Tidak Ada,Ada,Ada,Tidak Nyaman,Tidak,B
55,78,Sedang,Jauh dari Rumah,Bus,73,Tinggi,Rendah,13,Sedang,Sedang,Kurang,Baik,Kurang,Ada,Ada,Tidak Ada,Nyaman,Ya,B
82,80,Sedang,Dekat Rumah,Bus,75,Tinggi,Tinggi,9,Baik,Kurang,Kurang,Kurang,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Ramai,Ya,C
83,94,Rendah,Dekat Rumah,Sepeda,90,Tinggi,Tinggi,1,Baik,Sedang,Baik,Baik,Baik,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Ya,B
73,82,Tinggi,Dekat Rumah,Sepeda,84,Tinggi,Rendah,11,Sedang,Sedang,Kurang,Kurang,Kurang,Tidak Ada,Ada,Tidak Ada,Ramai,Ya,C
90,89,Tinggi,Jauh dari Rumah,Bus,87,Sedang,Tinggi,16,Baik,Baik,Kurang,Baik,Kurang,Ada,Tidak Ada,Ada,Tidak Nyaman,Ya,B
66,77,Rendah,Tidak Peduli,Sepeda,80,Sedang,Sedang,7,Baik,Sedang,Sedang,Kurang,Baik,Ada,Ada,Ada,Ramai,Tidak,B
75,72,Tinggi,Tidak Peduli,Bus,78,Tinggi,Tinggi,1,Baik,Sedang,Kurang,Kurang,Baik,Ada,Ada,Ada,Ramai,Ya,A
63,86,Tinggi,Jauh dari Rumah,Sepeda,93,Tinggi,Rendah,1,Baik,Sedang,Baik,Sedang,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Ramai,Ya,A
96,79,Tinggi,Tidak Peduli,Mobil,73,Rendah,Tinggi,16,Sedang,Kurang,Sedang,Sedang,Baik,Ada,Ada,Tidak Ada,Nyaman,Ya,A
69,83,Tinggi,Tidak Peduli,Mobil,89,Tinggi,Sedang,15,Baik,Baik,Baik,Sedang,Sedang,Ada,Ada,Tidak Ada,Nyaman,Ya,C
53,74,Sedang,Jauh dari Rumah,Mobil,69,Sedang,Tinggi,11,Sedang,Sedang,Kurang,Kurang,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Tidak,C
52,90,Tinggi,Jauh dari Rumah,Bus,90,Sedang,Sedang,1,Baik,Baik,Kurang,Kurang,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Tenang,Ya,C
71,73,Tinggi,Dekat Rumah,Bus,93,Sedang,Tinggi,3,Baik,Sedang,Baik,Kurang,Baik,Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Tidak,A
72,71,Rendah,Tidak Peduli,Mobil,91,Tinggi,Sedang,18,Sedang,Sedang,Kurang,Kurang,Sedang,Tidak Ada,Tidak Ada,Ada,Ramai,Tidak,C
95,73,Rendah,Dekat Rumah,Mobil,66,Sedang,Sedang,12,Sedang,Sedang,Sedang,Kurang,Sedang,Tidak Ada,Ada,Tidak Ada,Ramai,Tidak,A
78,83,Tinggi,Tidak Peduli,Bus,80,Sedang,Rendah,9,Kurang,Sedang,Kurang,Kurang,Sedang,Tidak Ada,Ada,Ada,Ramai,Tidak,C
66,90,Rendah,Tidak Peduli,Mobil,89,Tinggi,Tinggi,13,Sedang,Baik,Kurang,Kurang,Sedang,Tidak Ada,Ada,Tidak Ada,Ramai,Tidak,A
88,94,Tinggi,Tidak Peduli,Mobil,64,Tinggi,Rendah,15,Sedang,Kurang,Kurang,Kurang,Kurang,Ada,Tidak Ada,Ada,Nyaman,Ya,C
59,73,Tinggi,Jauh dari Rumah,Mobil,65,Sedang,Sedang,10,Sedang,Kurang,Kurang,Baik,Kurang,Ada,Ada,Tidak Ada,Ramai,Tidak,B
77,86,Tinggi,Jauh dari Rumah,Mobil,70,Rendah,Sedang,19,Kurang,Sedang,Sedang,Sedang,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Tenang,Ya,A
54,91,Rendah,Tidak Peduli,Bus,87,Tinggi,Sedang,19,Baik,Sedang,Sedang,Kurang,Baik,Tidak Ada,Ada,Ada,Tenang,Tidak,C
51,90,Rendah,Jauh dari Rumah,Bus,91,Rendah,Sedang,18,Kurang,Baik,Baik,Kurang,Baik,Ada,Ada,Ada,Tidak Nyaman,Ya,C
87,98,Tinggi,Tidak Peduli,Sepeda,67,Tinggi,Rendah,13,Baik,Kurang,Sedang,Baik,Sedang,Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,A
83,81,Tinggi,Jauh dari Rumah,Mobil,76,Tinggi,Tinggi,2,Baik,Sedang,Kurang,Baik,Baik,Ada,Ada,Tidak Ada,Tidak Nyaman,Tidak,A
92,97,Tinggi,Dekat Rumah,Sepeda,73,Sedang,Sedang,2,Sedang,Baik,Baik,Sedang,Kurang,Ada,Tidak Ada,Tidak Ada,Tenang,Tidak,A
56,85,Rendah,Jauh dari Rumah,Sepeda,77,Sedang,Sedang,11,Baik,Baik,Kurang,Kurang,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Ramai,Tidak,A
61,97,Rendah,Dekat Rumah,Mobil,62,Sedang,Sedang,8,Sedang,Sedang,Kurang,Sedang,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Ya,C
98,77,Rendah,Jauh dari Rumah,Sepeda,63,Rendah,Rendah,1,Baik,Baik,Sedang,Kurang,Sedang,Ada,Ada,Tidak Ada,Tenang,Tidak,A
89,84,Rendah,Jauh dari Rumah,Sepeda,71,Sedang,Sedang,9,Baik,Baik,Sedang,Baik,Kurang,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,C
65,81,Sedang,Tidak Peduli,Sepeda,86,Rendah,Tinggi,6,Kurang,Kurang,Baik,Baik,Baik,Ada,Ada,Tidak Ada,Nyaman,Tidak,A
76,87,Rendah,Dekat Rumah,Sepeda,68,Sedang,Sedang,4,Kurang,Kurang,Baik,Sedang,Baik,Ada,Tidak Ada,Ada,Ramai,Ya,C
86,89,Sedang,Tidak Peduli,Bus,73,Sedang,Tinggi,13,Baik,Sedang,Baik,Sedang,Sedang,Ada,Tidak Ada,Ada,Tenang,Tidak,C
78,81,Sedang,Tidak Peduli,Bus,89,Rendah,Sedang,7,Sedang,Sedang,Kurang,Baik,Baik,Tidak Ada,Ada,Ada,Ramai,Ya,C
70,95,Sedang,Tidak Peduli,Bus,84,Rendah,Rendah,8,Baik,Sedang,Kurang,Sedang,Sedang,Tidak Ada,Tidak Ada,Ada,Tenang,Ya,A
55,85,Rendah,Jauh dari Rumah,Sepeda,65,Tinggi,Sedang,10,Baik,Sedang,Sedang,Kurang,Kurang,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,C
73,85,Tinggi,Jauh dari Rumah,Mobil,82,Rendah,Tinggi,15,Kurang,Sedang,Kurang,Sedang,Baik,Ada,Ada,Ada,Tidak Nyaman,Tidak,B
56,82,Tinggi,Jauh dari Rumah,Bus,70,Sedang,Sedang,14,Baik,Sedang,Kurang,Kurang,Baik,Tidak Ada,Ada,Ada,Tenang,Tidak,B
82,96,Sedang,Jauh dari Rumah,Bus,78,Rendah,Sedang,6,Baik,Kurang,Kurang,Sedang,Baik,Tidak Ada,Tidak Ada,Ada,Tenang,Tidak,B
52,93,Tinggi,Dekat Rumah,Mobil,87,Tinggi,Rendah,16,Baik,Kurang,Baik,Baik,Sedang,Tidak Ada,Ada,Tidak Ada,Tidak Nyaman,Ya,A
95,84,Tinggi,Jauh dari Rumah,Sepeda,63,Rendah,Sedang,18,Baik,Baik,Sedang,Sedang,Sedang,Tidak Ada,Ada,Tidak Ada,Tidak Nyaman,Ya,C
94,73,Tinggi,Dekat Rumah,Bus,80,Sedang,Rendah,15,Baik,Kurang,Kurang,Baik,Sedang,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Ya,A
89,78,Sedang,Dekat Rumah,Bus,86,Rendah,Tinggi,13,Sedang,Baik,Sedang,Kurang,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Tidak,C
99,91,Rendah,Dekat Rumah,Bus,81,Rendah,Sedang,18,Kurang,Kurang,Baik,Sedang,Kurang,Tidak Ada,Ada,Tidak Ada,Nyaman,Ya,B
51,74,Sedang,Tidak Peduli,Sepeda,89,Rendah,Rendah,19,Sedang,Sedang,Baik,Kurang,Sedang,Ada,Tidak Ada,Ada,Nyaman,Tidak,A
83,73,Rendah,Dekat Rumah,Mobil,71,Tinggi,Tinggi,5,Kurang,Sedang,Sedang,Kurang,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Nyaman,Tidak,B
88,86,Sedang,Jauh dari Rumah,Bus,85,Sedang,Sedang,3,Sedang,Sedang,Kurang,Sedang,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Tenang,Ya,A
54,87,Tinggi,Dekat Rumah,Mobil,75,Sedang,Tinggi,14,Sedang,Kurang,Kurang,Kurang,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Nyaman,Ya,A
88,86,Rendah,Tidak Peduli,Sepeda,92,Rendah,Rendah,14,Kurang,Baik,Baik,Kurang,Baik,Tidak Ada,Ada,Tidak Ada,Ramai,Ya,B
78,80,Rendah,Dekat Rumah,Sepeda,67,Tinggi,Rendah,15,Baik,Sedang,Kurang,Baik,Sedang,Ada,Ada,Ada,Tenang,Tidak,B
62,92,Sedang,Tidak Peduli,Mobil,65,Sedang,Sedang,6,Baik,Sedang,Sedang,Kurang,Kurang,Ada,Ada,Ada,Nyaman,Ya,C
99,85,Rendah,Dekat Rumah,Bus,66,Sedang,Tinggi,16,Baik,Baik,Baik,Sedang,Baik,Tidak Ada,Ada,Tidak Ada,Tenang,Tidak,C
56,88,Tinggi,Jauh dari Rumah,Sepeda,84,Rendah,Rendah,18,Baik,Baik,Kurang,Sedang,Sedang,Tidak Ada,Tidak Ada,Ada,Nyaman,Ya,A
73,99,Rendah,Tidak Peduli,Sepeda,94,Rendah,Sedang,5,Kurang,Sedang,Sedang,Sedang,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Tidak,B
55,96,Tinggi,Dekat Rumah,Bus,71,Tinggi,Rendah,19,Baik,Sedang,Sedang,Baik,Baik,Tidak Ada,Ada,Ada,Tidak Nyaman,Tidak,A
51,80,Rendah,Dekat Rumah,Sepeda,80,Sedang,Tinggi,8,Kurang,Baik,Kurang,Sedang,Sedang,Ada,Ada,Ada,Nyaman,Tidak,C
88,96,Sedang,Tidak Peduli,Sepeda,73,Sedang,Rendah,15,Baik,Baik,Baik,Baik,Kurang,Tidak Ada,Ada,Tidak Ada,Nyaman,Tidak,C
95,70,Sedang,Tidak Peduli,Bus,90,Sedang,Rendah,7,Baik,Sedang,Baik,Sedang,Kurang,Ada,Tidak Ada,Ada,Ramai,Ya,B
92,76,Rendah,Jauh dari Rumah,Sepeda,89,Tinggi,Rendah,4,Sedang,Baik,Sedang,Sedang,Kurang,Ada,Ada,Ada,Nyaman,Tidak,C
72,88,Tinggi,Jauh dari Rumah,Bus,85,Tinggi,Tinggi,1,Kurang,Kurang,Kurang,Baik,Kurang,Tidak Ada,Tidak Ada,Ada,Tenang,Tidak,C
87,74,Sedang,Jauh dari Rumah,Mobil,74,Sedang,Tinggi,16,Kurang,Sedang,Kurang,Sedang,Sedang,Tidak Ada,Ada,Ada,Nyaman,Tidak,A
79,75,Tinggi,Jauh dari Rumah,Bus,62,Sedang,Sedang,1,Baik,Sedang,Sedang,Sedang,Kurang,Tidak Ada,Ada,Tidak Ada,Nyaman,Ya,A
55,74,Tinggi,Tidak Peduli,Bus,77,Rendah,Rendah,7,Sedang,Kurang,Kurang,Baik,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Tenang,Ya,B
60,88,Sedang,Jauh dari Rumah,Sepeda,60,Sedang,Rendah,14,Kurang,Sedang,Kurang,Sedang,Sedang,Tidak Ada,Ada,Ada,Ramai,Ya,A
69,89,Rendah,Jauh dari Rumah,Bus,94,Sedang,Tinggi,16,Kurang,Kurang,Baik,Baik,Kurang,Ada,Ada,Ada,Tidak Nyaman,Tidak,B
78,79,Sedang,Jauh dari Rumah,Mobil,82,Rendah,Sedang,12,Kurang,Baik,Kurang,Baik,Sedang,Ada,Tidak Ada,Tidak Ada,Ramai,Tidak,C
52,88,Tinggi,Dekat Rumah,Bus,71,Rendah,Rendah,13,Sedang,Sedang,Sedang,Kurang,Baik,Tidak Ada,Ada,Tidak Ada,Nyaman,Tidak,B
60,74,Tinggi,Tidak Peduli,Bus,69,Sedang,Rendah,10,Kurang,Kurang,Sedang,Kurang,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Ramai,Tidak,A
99,96,Rendah,Tidak Peduli,Mobil,68,Rendah,Sedang,5,Baik,Sedang,Baik,Baik,Baik,Tidak Ada,Tidak Ada,Ada,Ramai,Tidak,C
88,90,Rendah,Jauh dari Rumah,Sepeda,79,Rendah,Sedang,15,Sedang,Kurang,Sedang,Baik,Kurang,Tidak Ada,Tidak Ada,Ada,Nyaman,Ya,A
62,85,Rendah,Dekat Rumah,Sepeda,91,Tinggi,Tinggi,7,Kurang,Sedang,Kurang,Baik,Kurang,Tidak Ada,Ada,Ada,Tidak Nyaman,Tidak,B
90,78,Sedang,Jauh dari Rumah,Bus,68,Sedang,Tinggi,8,Baik,Sedang,Sedang,Kurang,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Tenang,Ya,A
76,76,Tinggi,Tidak Peduli,Mobil,77,Tinggi,Rendah,10,Kurang,Sedang,Baik,Baik,Baik,Tidak Ada,Ada,Ada,Nyaman,Tidak,A
74,96,Sedang,Dekat Rumah,Sepeda,79,Rendah,Sedang,7,Sedang,Kurang,Sedang,Sedang,Sedang,Ada,Tidak Ada,Ada,Tenang,Ya,B
88,75,Rendah,Dekat Rumah,Bus,62,Rendah,Rendah,11,Sedang,Sedang,Sedang,Sedang,Kurang,Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,B
60,94,Tinggi,Dekat Rumah,Bus,85,Rendah,Tinggi,6,Sedang,Sedang,Kurang,Sedang,Baik,Tidak Ada,Ada,Tidak Ada,Tidak Nyaman,Tidak,C
96,93,Sedang,Dekat Rumah,Sepeda,61,Tinggi,Tinggi,6,Kurang,Baik,Baik,Baik,Kurang,Tidak Ada,Ada,Tidak Ada,Tidak Nyaman,Ya,B
82,79,Sedang,Tidak Peduli,Bus,81,Tinggi,Sedang,19,Sedang,Baik,Sedang,Sedang,Kurang,Tidak Ada,Ada,Ada,Nyaman,Ya,C
80,85,Tinggi,Dekat Rumah,Bus,73,Tinggi,Sedang,15,Baik,Sedang,Sedang,Baik,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Nyaman,Tidak,A
50,80,Sedang,Tidak Peduli,Sepeda,76,Sedang,Tinggi,11,Baik,Kurang,Sedang,Baik,Baik,Ada,Tidak Ada,Tidak Ada,Tenang,Tidak,A
99,86,Tinggi,Jauh dari Rumah,Bus,64,Sedang,Rendah,10,Baik,Kurang,Sedang,Kurang,Baik,Ada,Ada,Tidak Ada,Tenang,Ya,B
85,78,Rendah,Dekat Rumah,Mobil,64,Tinggi,Tinggi,5,Sedang,Baik,Kurang,Sedang,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Ya,C
88,77,Rendah,Tidak Peduli,Mobil,72,Tinggi,Sedang,10,Baik,Baik,Kurang,Baik,Baik,Ada,Ada,Ada,Tidak Nyaman,Ya,C
56,70,Rendah,Jauh dari Rumah,Mobil,62,Tinggi,Tinggi,3,Baik,Sedang,Sedang,Kurang,Kurang,Ada,Tidak Ada,Ada,Tenang,Tidak,B
92,87,Rendah,Tidak Peduli,Bus,93,Tinggi,Sedang,18,Baik,Kurang,Baik,Baik,Kurang,Tidak Ada,Ada,Tidak Ada,Tenang,Tidak,C
93,80,Tinggi,Tidak Peduli,Mobil,71,Rendah,Tinggi,19,Kurang,Sedang,Baik,Baik,Sedang,Ada,Tidak Ada,Tidak Ada,Tenang,Tidak,B
81,97,Tinggi,Jauh dari Rumah,Mobil,78,Tinggi,Rendah,10,Kurang,Sedang,Baik,Kurang,Sedang,Ada,Tidak Ada,Ada,Tenang,Tidak,C
77,89,Sedang,Jauh dari Rumah,Sepeda,85,Rendah,Rendah,16,Sedang,Kurang,Baik,Sedang,Kurang,Ada,Ada,Tidak Ada,Nyaman,Tidak,C
67,80,Sedang,Dekat Rumah,Bus,83,Tinggi,Sedang,11,Sedang,Kurang,Baik,Baik,Baik,Ada,Ada,Tidak Ada,Tenang,Ya,B
86,78,Tinggi,Dekat Rumah,Mobil,83,Rendah,Sedang,6,Kurang,Sedang,Kurang,Kurang,Baik,Ada,Tidak Ada,Tidak Ada,Ramai,Tidak,C
50,79,Rendah,Jauh dari Rumah,Sepeda,84,Sedang,Sedang,1,Baik,Sedang,Sedang,Baik,Sedang,Ada,Ada,Tidak Ada,Nyaman,Tidak,A
73,83,Rendah,Jauh dari Rumah,Mobil,63,Tinggi,Rendah,15,Baik,Sedang,Kurang,Baik,Kurang,Ada,Ada,Ada,Tenang,Ya,B
68,80,Sedang,Tidak Peduli,Sepeda,64,Sedang,Tinggi,2,Kurang,Sedang,Kurang,Baik,Baik,Ada,Ada,Tidak Ada,Nyaman,Tidak,C
68,94,Rendah,Tidak Peduli,Mobil,76,Rendah,Sedang,10,Baik,Kurang,Baik,Baik,Sedang,Tidak Ada,Ada,Ada,Ramai,Tidak,B
91,91,Tinggi,Tidak Peduli,Bus,67,Tinggi,Rendah,14,Sedang,Sedang,Sedang,Kurang,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Tidak,B
84,92,Sedang,Jauh dari Rumah,Mobil,67,Tinggi,Sedang,15,Baik,Sedang,Baik,Sedang,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Ramai,Ya,B
55,76,Rendah,Dekat Rumah,Mobil,90,Rendah,Tinggi,19,Baik,Kurang,Baik,Sedang,Baik,Tidak Ada,Ada,Ada,Ramai,Tidak,C
84,83,Sedang,Jauh dari Rumah,Sepeda,80,Sedang,Rendah,12,Baik,Kurang,Baik,Baik,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Tidak,C
98,89,Rendah,Dekat Rumah,Mobil,69,Rendah,Rendah,9,Baik,Sedang,Sedang,Kurang,Baik,Ada,Ada,Ada,Tidak Nyaman,Tidak,C
